car_name,car_age,car_make,car_model,car_spec,engine,fuel_type,kilometers_driven,location,mileage,mileage_unit,owner_type,power,price,region,seats,transmission,year,car_category
AUDI A4,6,AUDI,A4,2.0 TDI 177 BHP PREMIUM PLUS,1968.0,Diesel,60001,Kolkata,17.11,kmpl,First,174.33,14.5,East,5.0,Automatic,2013,Mid-Range
AUDI A4,8,AUDI,A4,1.8 TFSI,1781.0,Petrol,53000,Mumbai,12.3,kmpl,First,163.2,9.5,West,5.0,Automatic,2011,Budget_Friendly
AUDI A4,5,AUDI,A4,2.0 TDI 177 BHP PREMIUM PLUS,1968.0,Diesel,40000,Bangalore,17.11,kmpl,First,174.33,22.5,South,5.0,Automatic,2014,Luxury_Cars
AUDI A4,7,AUDI,A4,2.0 TDI MULTITRONIC,1968.0,Diesel,74002,Ahmedabad,16.55,kmpl,First,140.0,18.5,West,5.0,Automatic,2012,Mid-Range
AUDI A4,3,AUDI,A4,35 TDI PREMIUM,1968.0,Diesel,39237,Coimbatore,17.11,kmpl,First,174.33,25.64,South,5.0,Automatic,2016,Luxury_Cars
AUDI A4,7,AUDI,A4,NEW 2.0 TDI MULTITRONIC,1968.0,Diesel,60000,Jaipur,15.2,kmpl,Second,140.8,16.0,North,5.0,Automatic,2012,Mid-Range
AUDI A4,9,AUDI,A4,2.0 TDI MULTITRONIC,1968.0,Diesel,59000,Delhi,16.55,kmpl,First,140.0,10.0,North,5.0,Automatic,2010,Mid-Range
AUDI A4,5,AUDI,A4,2.0 TDI 177 BHP PREMIUM PLUS,1968.0,Diesel,40000,Kolkata,17.11,kmpl,First,174.33,17.5,East,5.0,Automatic,2014,Mid-Range
AUDI A4,4,AUDI,A4,35 TDI PREMIUM,1968.0,Diesel,58970,Bangalore,17.11,kmpl,First,174.33,23.75,South,5.0,Automatic,2015,Luxury_Cars
AUDI A4,6,AUDI,A4,2.0 TDI,1968.0,Diesel,76000,Bangalore,16.55,kmpl,Second,147.51,18.25,South,5.0,Automatic,2013,Mid-Range
AUDI A4,7,AUDI,A4,3.2 FSI TIPTRONIC QUATTRO,3197.0,Petrol,125000,Hyderabad,10.5,kmpl,First,163.6344155844156,18.0,South,5.0,Automatic,2012,Mid-Range
AUDI A4,4,AUDI,A4,3.0 TDI QUATTRO,2967.0,Diesel,35463,Coimbatore,14.94,kmpl,First,241.4,25.02,South,5.0,Automatic,2015,Luxury_Cars
AUDI A4,10,AUDI,A4,2.0 TDI MULTITRONIC,1968.0,Diesel,88000,Delhi,16.55,kmpl,First,140.0,7.98,North,5.0,Automatic,2009,Budget_Friendly
AUDI A4,4,AUDI,A4,35 TDI PREMIUM PLUS,1968.0,Diesel,13506,Kochi,18.25,kmpl,First,187.74,21.66,South,5.0,Automatic,2015,Luxury_Cars
AUDI A4,8,AUDI,A4,2.0 TDI MULTITRONIC,1968.0,Diesel,58000,Delhi,16.55,kmpl,First,140.0,11.0,North,5.0,Automatic,2011,Mid-Range
AUDI A4,4,AUDI,A4,35 TDI PREMIUM,1968.0,Diesel,60000,Hyderabad,17.11,kmpl,First,174.33,25.0,South,5.0,Automatic,2015,Luxury_Cars
AUDI A4,7,AUDI,A4,NEW 2.0 TDI MULTITRONIC,1968.0,Diesel,60000,Delhi,15.2,kmpl,Second,140.8,10.2,North,5.0,Automatic,2012,Mid-Range
AUDI A4,0,AUDI,A4,35 TDI TECHNOLOGY EDITION,1968.0,Diesel,38163,Kochi,17.11,kmpl,First,174.33,32.91,South,5.0,Automatic,2019,Luxury_Cars
AUDI A4,4,AUDI,A4,2.0 TDI MULTITRONIC,1968.0,Diesel,13000,Ahmedabad,16.55,kmpl,First,140.0,23.0,West,5.0,Automatic,2015,Luxury_Cars
AUDI A4,4,AUDI,A4,35 TDI TECHNOLOGY EDITION,1968.0,Diesel,30000,Hyderabad,17.11,kmpl,First,174.33,27.0,South,5.0,Automatic,2015,Luxury_Cars
AUDI A4,6,AUDI,A4,2.0 TDI,1968.0,Diesel,52000,Hyderabad,16.55,kmpl,First,147.51,19.5,South,5.0,Automatic,2013,Mid-Range
AUDI A4,2,AUDI,A4,35 TDI TECHNOLOGY,1968.0,Diesel,14000,Hyderabad,18.25,kmpl,First,187.74,43.0,South,5.0,Automatic,2017,Luxury_Cars
AUDI A4,6,AUDI,A4,2.0 TDI 177 BHP PREMIUM PLUS,1968.0,Diesel,88000,Bangalore,17.11,kmpl,First,174.33,16.25,South,5.0,Automatic,2013,Mid-Range
AUDI A4,11,AUDI,A4,NEW 2.0 TDI MULTITRONIC,1968.0,Diesel,17000,Kolkata,15.2,kmpl,First,140.8,9.75,East,5.0,Automatic,2008,Budget_Friendly
AUDI A4,5,AUDI,A4,35 TDI PREMIUM PLUS,1968.0,Diesel,28469,Coimbatore,18.25,kmpl,First,187.74,24.37,South,5.0,Automatic,2014,Luxury_Cars
AUDI A4,5,AUDI,A4,2.0 TDI 177 BHP TECHNOLOGY EDITION,1968.0,Diesel,29000,Bangalore,17.11,kmpl,First,174.33,26.0,South,5.0,Automatic,2014,Luxury_Cars
AUDI A4,4,AUDI,A4,2.0 TDI PREMIUM SPORT LIMITED EDITION,1968.0,Diesel,44811,Coimbatore,17.11,kmpl,First,174.33,25.81,South,5.0,Automatic,2015,Luxury_Cars
AUDI A4,7,AUDI,A4,1.8 TFSI TECHNOLOGY EDITION,1798.0,Petrol,80000,Hyderabad,15.64,kmpl,First,167.62,17.5,South,5.0,Automatic,2012,Mid-Range
AUDI A4,8,AUDI,A4,2.0 TDI,1968.0,Diesel,54000,Hyderabad,16.55,kmpl,First,147.51,18.0,South,5.0,Automatic,2011,Mid-Range
AUDI A4,7,AUDI,A4,2.0 TDI MULTITRONIC,1968.0,Diesel,88000,Bangalore,16.55,kmpl,First,140.0,16.25,South,5.0,Automatic,2012,Mid-Range
AUDI A4,5,AUDI,A4,2.0 TDI,1968.0,Diesel,55730,Kochi,16.55,kmpl,First,147.51,15.21,South,5.0,Automatic,2014,Mid-Range
AUDI A4,5,AUDI,A4,2.0 TDI 177 BHP PREMIUM PLUS,1968.0,Diesel,29063,Bangalore,17.11,kmpl,First,174.33,25.75,South,5.0,Automatic,2014,Luxury_Cars
AUDI A4,10,AUDI,A4,2.0 TDI,1968.0,Diesel,46000,Kolkata,16.55,kmpl,First,147.51,9.95,East,5.0,Automatic,2009,Budget_Friendly
AUDI A4,10,AUDI,A4,2.0 TDI,1968.0,Diesel,46000,Kolkata,16.55,kmpl,First,147.51,8.5,East,5.0,Automatic,2009,Budget_Friendly
AUDI A4,5,AUDI,A4,3.0 TDI QUATTRO,2967.0,Diesel,30000,Bangalore,14.94,kmpl,First,241.4,24.5,South,5.0,Automatic,2014,Luxury_Cars
AUDI A4,5,AUDI,A4,2.0 TDI,1968.0,Diesel,37600,Bangalore,16.55,kmpl,Second,147.51,22.5,South,5.0,Automatic,2014,Luxury_Cars
AUDI A4,5,AUDI,A4,2.0 TDI 177 BHP PREMIUM PLUS,1968.0,Diesel,40000,Chennai,17.11,kmpl,First,174.33,22.0,South,5.0,Automatic,2014,Luxury_Cars
AUDI A4,8,AUDI,A4,2.0 TDI CELEBRATION EDITION,1968.0,Diesel,57000,Delhi,16.55,kmpl,Second,147.51,9.75,North,5.0,Automatic,2011,Budget_Friendly
AUDI A4,6,AUDI,A4,35 TDI PREMIUM PLUS,1968.0,Diesel,58629,Coimbatore,18.25,kmpl,Second,187.74,16.52,South,5.0,Automatic,2013,Mid-Range
AUDI A6,4,AUDI,A6,2011-2015 35 TFSI TECHNOLOGY,1984.0,Petrol,55985,Mumbai,13.53,kmpl,First,177.01,23.5,West,5.0,Automatic,2015,Luxury_Cars
AUDI A6,9,AUDI,A6,2.7 TDI,2698.0,Diesel,35000,Kolkata,12.4,kmpl,First,179.5,11.5,East,5.0,Automatic,2010,Mid-Range
AUDI A6,5,AUDI,A6,2.0 TDI DESIGN EDITION,1968.0,Diesel,56000,Delhi,18.53,kmpl,Second,187.74,29.5,North,5.0,Automatic,2014,Luxury_Cars
AUDI A6,1,AUDI,A6,2011-2015 35 TDI PREMIUM,1968.0,Diesel,48367,Coimbatore,17.68,kmpl,First,174.33,39.58,South,5.0,Automatic,2018,Luxury_Cars
AUDI A6,7,AUDI,A6,2011-2015 2.0 TDI PREMIUM PLUS,1968.0,Diesel,62500,Mumbai,17.68,kmpl,Second,174.33,19.0,West,5.0,Automatic,2012,Mid-Range
AUDI A6,5,AUDI,A6,2011-2015 2.0 TDI PREMIUM PLUS,1968.0,Diesel,40000,Mumbai,17.68,kmpl,First,174.33,22.95,West,5.0,Automatic,2014,Luxury_Cars
AUDI A6,4,AUDI,A6,2011-2015 2.0 TDI TECHNOLOGY,1968.0,Diesel,31652,Kochi,17.68,kmpl,First,174.33,26.78,South,5.0,Automatic,2015,Luxury_Cars
AUDI A6,5,AUDI,A6,2011-2015 2.0 TDI PREMIUM PLUS,1968.0,Diesel,61726,Kochi,17.68,kmpl,First,174.33,20.77,South,5.0,Automatic,2014,Luxury_Cars
AUDI A6,5,AUDI,A6,2011-2015 2.0 TDI PREMIUM PLUS,1968.0,Diesel,51495,Kochi,17.68,kmpl,First,174.33,21.95,South,5.0,Automatic,2014,Luxury_Cars
AUDI A6,3,AUDI,A6,35 TFSI MATRIX,1798.0,Petrol,47000,Mumbai,15.26,kmpl,First,187.74,24.5,West,5.0,Automatic,2016,Luxury_Cars
AUDI A6,2,AUDI,A6,2011-2015 35 TDI TECHNOLOGY,1968.0,Diesel,41041,Coimbatore,17.68,kmpl,First,174.33,37.56,South,5.0,Automatic,2017,Luxury_Cars
AUDI A6,7,AUDI,A6,2011-2015 2.0 TDI PREMIUM PLUS,1968.0,Diesel,202082,Hyderabad,17.68,kmpl,First,174.33,12.3,South,5.0,Automatic,2012,Mid-Range
AUDI A6,3,AUDI,A6,2011-2015 35 TFSI TECHNOLOGY,1984.0,Petrol,58953,Kochi,13.53,kmpl,First,177.01,24.22,South,5.0,Automatic,2016,Luxury_Cars
AUDI A6,5,AUDI,A6,2011-2015 2.0 TDI PREMIUM PLUS,1968.0,Diesel,49964,Coimbatore,17.68,kmpl,First,174.33,23.89,South,5.0,Automatic,2014,Luxury_Cars
AUDI A6,5,AUDI,A6,2.0 TDI DESIGN EDITION,1968.0,Diesel,48000,Hyderabad,18.53,kmpl,First,187.74,29.0,South,5.0,Automatic,2014,Luxury_Cars
AUDI A6,6,AUDI,A6,2011-2015 2.0 TDI PREMIUM PLUS,1968.0,Diesel,31000,Kolkata,17.68,kmpl,First,174.33,18.95,East,5.0,Automatic,2013,Mid-Range
AUDI A6,10,AUDI,A6,3.0 TDI QUATTRO,2967.0,Diesel,48040,Coimbatore,16.77,kmpl,Second,241.38,12.07,South,5.0,Automatic,2009,Mid-Range
AUDI A6,6,AUDI,A6,2011-2015 2.0 TDI,1968.0,Diesel,70181,Hyderabad,17.68,kmpl,First,174.33,23.99,South,5.0,Automatic,2013,Luxury_Cars
AUDI A6,5,AUDI,A6,2011-2015 2.0 TDI PREMIUM PLUS,1968.0,Diesel,57456,Kochi,17.68,kmpl,First,174.33,21.56,South,5.0,Automatic,2014,Luxury_Cars
AUDI A6,5,AUDI,A6,2011-2015 2.0 TDI,1968.0,Diesel,62012,Kochi,17.68,kmpl,First,174.33,20.12,South,5.0,Automatic,2014,Luxury_Cars
AUDI A6,10,AUDI,A6,2.7 TDI,2698.0,Diesel,30000,Mumbai,12.4,kmpl,First,179.5,8.95,West,5.0,Automatic,2009,Budget_Friendly
AUDI A6,5,AUDI,A6,2011-2015 2.0 TDI PREMIUM PLUS,1968.0,Diesel,66882,Coimbatore,17.68,kmpl,First,174.33,25.02,South,5.0,Automatic,2014,Luxury_Cars
AUDI A6,5,AUDI,A6,2011-2015 2.0 TDI PREMIUM PLUS,1968.0,Diesel,58000,Delhi,17.68,kmpl,First,174.33,18.5,North,5.0,Automatic,2014,Mid-Range
AUDI A6,8,AUDI,A6,3.0 TDI QUATTRO,2967.0,Diesel,50000,Bangalore,16.77,kmpl,Third,241.38,21.0,South,5.0,Automatic,2011,Luxury_Cars
AUDI A6,11,AUDI,A6,2.8 FSI,2773.0,Petrol,41000,Ahmedabad,10.4,kmpl,Second,201.0,10.5,West,5.0,Automatic,2008,Mid-Range
AUDI A6,11,AUDI,A6,3.0 TDI QUATTRO,2967.0,Diesel,45000,Ahmedabad,16.77,kmpl,Second,241.38,11.5,West,5.0,Automatic,2008,Mid-Range
AUDI A6,6,AUDI,A6,2011-2015 2.0 TDI,1968.0,Diesel,70998,Coimbatore,17.68,kmpl,First,174.33,20.57,South,5.0,Automatic,2013,Luxury_Cars
AUDI A6,5,AUDI,A6,35 TDI MATRIX,1968.0,Diesel,56000,Delhi,18.53,kmpl,First,187.74,24.0,North,5.0,Automatic,2014,Luxury_Cars
AUDI A6,5,AUDI,A6,35 TDI MATRIX,1968.0,Diesel,62000,Hyderabad,18.53,kmpl,First,187.74,25.0,South,5.0,Automatic,2014,Luxury_Cars
AUDI A6,6,AUDI,A6,2.7 TDI,2698.0,Diesel,90000,Bangalore,12.4,kmpl,Second,179.5,22.5,South,5.0,Automatic,2013,Luxury_Cars
AUDI A6,7,AUDI,A6,2011-2015 3.0 TDI QUATTRO PREMIUM PLUS,2967.0,Diesel,50001,Pune,14.57,kmpl,First,241.38,29.0,West,5.0,Automatic,2012,Luxury_Cars
AUDI A6,7,AUDI,A6,2.0 TDI DESIGN EDITION,1968.0,Diesel,27090,Kolkata,18.53,kmpl,First,187.74,16.5,East,5.0,Automatic,2012,Mid-Range
AUDI A6,4,AUDI,A6,2011-2015 35 TDI TECHNOLOGY,1968.0,Diesel,42000,Mumbai,17.68,kmpl,First,174.33,24.25,West,5.0,Automatic,2015,Luxury_Cars
AUDI A6,2,AUDI,A6,35 TDI MATRIX,1968.0,Diesel,36824,Coimbatore,18.53,kmpl,First,187.74,39.84,South,5.0,Automatic,2017,Luxury_Cars
AUDI A6,10,AUDI,A6,2.7 TDI,2698.0,Diesel,78000,Ahmedabad,12.4,kmpl,First,179.5,8.0,West,5.0,Automatic,2009,Budget_Friendly
AUDI A6,5,AUDI,A6,2011-2015 2.0 TDI,1968.0,Diesel,54862,Kochi,17.68,kmpl,First,174.33,16.67,South,5.0,Automatic,2014,Mid-Range
AUDI A6,8,AUDI,A6,2.7 TDI,2698.0,Diesel,112719,Pune,12.4,kmpl,First,179.5,11.5,West,5.0,Automatic,2011,Mid-Range
AUDI A6,1,AUDI,A6,35 TFSI MATRIX,1798.0,Petrol,22000,Delhi,15.26,kmpl,First,187.74,41.5,North,5.0,Automatic,2018,Luxury_Cars
AUDI A6,6,AUDI,A6,2011-2015 2.0 TDI PREMIUM PLUS,1968.0,Diesel,56500,Mumbai,17.68,kmpl,First,174.33,19.8,West,5.0,Automatic,2013,Mid-Range
AUDI A6,7,AUDI,A6,2011-2015 2.0 TDI PREMIUM PLUS,1968.0,Diesel,50000,Mumbai,17.68,kmpl,First,174.33,17.5,West,5.0,Automatic,2012,Mid-Range
AUDI A6,10,AUDI,A6,3.0 TDI QUATTRO,2967.0,Diesel,52830,Coimbatore,16.77,kmpl,Second,241.38,8.08,South,5.0,Automatic,2009,Budget_Friendly
AUDI A6,11,AUDI,A6,3.0 TDI QUATTRO,2967.0,Diesel,50000,Ahmedabad,16.77,kmpl,Second,241.38,7.5,West,5.0,Automatic,2008,Budget_Friendly
AUDI A6,9,AUDI,A6,2.7 TDI,2698.0,Diesel,35010,Kolkata,12.4,kmpl,First,179.5,11.5,East,5.0,Automatic,2010,Mid-Range
AUDI A6,4,AUDI,A6,2011-2015 35 TDI TECHNOLOGY,1968.0,Diesel,50000,Hyderabad,17.68,kmpl,First,174.33,36.0,South,5.0,Automatic,2015,Luxury_Cars
AUDI A6,4,AUDI,A6,35 TDI MATRIX,1968.0,Diesel,20000,Chennai,18.53,kmpl,First,187.74,35.5,South,5.0,Automatic,2015,Luxury_Cars
AUDI A6,4,AUDI,A6,2011-2015 35 TDI TECHNOLOGY,1968.0,Diesel,37500,Bangalore,17.68,kmpl,First,174.33,32.0,South,5.0,Automatic,2015,Luxury_Cars
AUDI A6,6,AUDI,A6,2011-2015 2.0 TDI PREMIUM PLUS,1968.0,Diesel,85000,Pune,17.68,kmpl,First,174.33,21.0,West,5.0,Automatic,2013,Luxury_Cars
AUDI A6,2,AUDI,A6,2011-2015 35 TDI TECHNOLOGY,1968.0,Diesel,55975,Coimbatore,17.68,kmpl,Second,174.33,35.92,South,5.0,Automatic,2017,Luxury_Cars
AUDI A6,6,AUDI,A6,2011-2015 2.0 TDI,1968.0,Diesel,91903,Kochi,17.68,kmpl,First,174.33,17.56,South,5.0,Automatic,2013,Mid-Range
AUDI A7,8,AUDI,A7,2011-2015 3.0 TDI QUATTRO,2967.0,Diesel,42000,Mumbai,14.4,kmpl,First,241.4,28.75,West,5.0,Automatic,2011,Luxury_Cars
AUDI A7,5,AUDI,A7,2011-2015 3.0 TDI QUATTRO,2967.0,Diesel,60336,Kochi,14.4,kmpl,Second,241.4,24.94,South,5.0,Automatic,2014,Luxury_Cars
AUDI A7,7,AUDI,A7,2011-2015 SPORTBACK,2967.0,Diesel,24720,Kolkata,14.4,kmpl,Second,241.4,28.0,East,5.0,Automatic,2012,Luxury_Cars
AUDI A8,7,AUDI,A8,L 3.0 TDI QUATTRO,2967.0,Diesel,56000,Delhi,11.8,kmpl,First,246.7,45.0,North,5.0,Automatic,2012,Luxury_Cars
AUDI A8,10,AUDI,A8,L 3.0 TDI QUATTRO,2967.0,Diesel,55000,Bangalore,11.8,kmpl,First,246.7,13.5,South,5.0,Automatic,2009,Mid-Range
AUDI Q3,4,AUDI,Q3,2012-2015 35 TDI QUATTRO PREMIUM PLUS,1968.0,Diesel,64103,Delhi,15.73,kmpl,First,174.33,19.9,North,5.0,Automatic,2015,Mid-Range
AUDI Q3,2,AUDI,Q3,35 TDI QUATTRO PREMIUM,1968.0,Diesel,37542,Kochi,15.73,kmpl,First,174.33,25.71,South,5.0,Automatic,2017,Luxury_Cars
AUDI Q3,3,AUDI,Q3,35 TDI QUATTRO PREMIUM PLUS,1968.0,Diesel,86642,Coimbatore,15.17,kmpl,First,181.0,20.37,South,5.0,Automatic,2016,Luxury_Cars
AUDI Q3,4,AUDI,Q3,35 TDI QUATTRO PREMIUM,1968.0,Diesel,61000,Hyderabad,15.73,kmpl,First,174.33,25.0,South,5.0,Automatic,2015,Luxury_Cars
AUDI Q3,4,AUDI,Q3,2012-2015 35 TDI QUATTRO PREMIUM PLUS,1968.0,Diesel,76927,Bangalore,15.73,kmpl,First,174.33,22.75,South,5.0,Automatic,2015,Luxury_Cars
AUDI Q3,5,AUDI,Q3,2.0 TDI,1968.0,Diesel,60000,Chennai,15.73,kmpl,First,174.33,20.0,South,5.0,Automatic,2014,Luxury_Cars
AUDI Q3,6,AUDI,Q3,2012-2015 2.0 TDI QUATTRO PREMIUM PLUS,1968.0,Diesel,84000,Bangalore,15.73,kmpl,First,174.33,17.75,South,5.0,Automatic,2013,Mid-Range
AUDI Q3,6,AUDI,Q3,2012-2015 2.0 TDI QUATTRO PREMIUM PLUS,1968.0,Diesel,60000,Delhi,15.73,kmpl,Second,174.33,14.5,North,5.0,Automatic,2013,Mid-Range
AUDI Q3,6,AUDI,Q3,2.0 TDI QUATTRO,1968.0,Diesel,60000,Hyderabad,17.32,kmpl,First,184.0,21.0,South,5.0,Automatic,2013,Luxury_Cars
